"Country",1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
United States,2.349889994,1.779360056,1.604490042,1.609019995,1.632769942,1.774659991,1.609850049,1.481209993,2.15444994,2.048010111,1.387249947,1.389310002,3.564320087,5.085390091,4.953070164,4.028079987,3.581619978,2.578979969,2.429529905,2.846679926,2.783689976,2.604779959,2.130680084,2.104010105,2.706660032,1.865530014,1.927150011,1.859330058,1.860949993,1.679890037,1.623039961,1.421059966,1.496880054,1.773339987,1.39744997,1.076120019,1.628059983,2.035140038,1.926339984,1.392289996,1.405670047,1.523280025,1.509340048,0.724816978,1.23142004,1.17264998,1.346600056,2.453150034,1.912220001,1.922009945,1.558650017,1.760480046,1.488549948,1.40436995,1.495620012,1.476590037,1.658030033,1.57080996,1.823619962,1.611170053,1.407600045,1.424679995,8.616370201,9.736289978,9.081899643,13.78619957,5.690040112,4.033199787,4.347239971,3.758179903,3.798039913,3.640840054,2.965569973,3.121989965,3.50067997,3.243449926,3.053459883,2.627190113,2.613480091,2.756870031,2.241189957,2.202339888,1.918650031,2.12225008,1.996780038,2.1354599,1.806609988,1.936210036,1.96152997,2.057110071,2.191420078,2.350729942,2.201390028,2.522380114,2.697829962,2.301599979,2.302730083,2.296999931,2.674119949,3.2683599,2.700160027,2.425189972,2.186130047,2.130929947,2.509720087,2.214380026,1.892279983,1.87609005,2.51274991,2.264179945,2.194370031,2.12045002,1.971600056,1.94701004,2.116780043,2.071269989,1.59521997,3.753740072,18.97240067,24.15099907,7.302470207,6.845799923,4.517230034,3.698460102,3.341470003,3.200649977,3.006449938,2.95182991,3.058979988,8.302727699,9.900173187,13.82848167,16.02096748,17.87801361,19.43862152,18.38876152,16.89614487,14.6092062,16.93721962,17.31648064,16.51522255,17.41487312,25.66404724,31.93801498,35.1873703,36.61247253,26.02984047,21.81911469,21.01374435,23.4916954,22.15344238,22.66815376,24.38796616,24.60446358,24.37747765,23.18286705,23.05759621,24.0642643,25.72558975,24.70028114,24.90348053,25.85301971,26.01693535,26.00297928,25.57315063,25.35023499,26.28931808,28.31414223,29.0744381,29.32042122,31.45085907,32.33317566,32.76192093,31.92147255,32.92808914,35.22473526,34.16760635,33.38847733,32.60734177,32.04405212,33.74737167,33.88715744,35.80653763,35.6533432,34.27753067,34.45176697,34.83239365,34.295578,33.68811035,33.72360229,34.49900055,35.66360855,36.74498367,36.3779335,35.45971298,35.4846344,34.72287369,33.66945648,32.75087357,32.1726799,31.73413467,32.80141373,33.69827342,34.03705336,33.71925179,33.92791736,33.69170358,34.56171477,37.14408237,41.39865693,39.76262503,38.79591467,37.22273047,35.78231913,35.3239371,35.03094835,35.33306745,35.19407407,35.34934361,35.81077508,44.56805418,42.59935582,36.30840662,36.27867161
Uruguay,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,10.97350025,9.994190216,11.58870029,11.95590019,9.509309769,9.904410362,13.0230999,16.00530052,14.55799961,14.25150013,15.61909962,14.05620003,14.70590019,14.13329983,14.62450027,15.14140034,20.12879944,24.63769913,22.6473999,23.8451004,22.98550034,24.16519928,23.48480034,22.85160065,20.15439987,21.80039978,25,29.53490067,26.45709991,25.60890007,24.63459969,25.05620003,24.44309998,25.9720993,37.03239822,21.1406002,22.22610092,23.62829971,27.72410011,29.50130081,26.15449905,26.52770042,27.55540085,27.33720016,27.22185858,26.56427503,27.81696012,27.59836654,27.73074063,26.61232327,26.27370735,26.82678364,26.75236107,26.29236056,27.19343404,27.40029617,26.32864093,27.67810139,28.82656157,29.09560519,28.35098848,29.66796713,29.72743856,30.34226613,30.57520836,32.72681111,30.18528146,30.18835195,30.76206074
Uzbekistan,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,31.83446412,35.13021531,33.6417434,32.85209408,30.61701389,34.6271637,31.5381623,29.4061877,28.06909927,24.71476882,24.83382208,26.48481341,27.47599345,26.40529936,23.65182716,23.92905902,25.22700002,24.86515974,24.56686855,23.30370219,19.88728863,22.19799381,24.29000942,26.02679827,27.43428754,31.35100135,30.20014906
Vanuatu,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,33.21158559,31.83243279,26.20034332,24.35467781,27.96177163,24.45743675,22.2130351,27.88674642,23.86482975,25.44558616,22.33398277,22.33578639,18.84216005,18.51357755,18.29470659,20.10510222,22.4503762,27.80348462,27.56185086,28.33358976,25.12851027,24.45480528,22.90785583,23.3522665,44.09078666,36.26636775,37.13459832,33.25328464,39.81963704,43.37598757,44.38978902,43.39904413,42.89812975
Venezuela,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,8.583330154,7.871719837,7.08660984,7.638279915,8.588500023,9.754639626,8.618200302,7.784999847,11.55259991,10.5309,10.46949959,9.038570404,8.201620102,8.829600334,9.92786026,11.82050037,13.22060013,13.02950001,11.97859955,13.64290047,14.1718998,12.59300041,12.46490002,10.83300018,9.933050156,11.22039986,12.92790031,12.73219967,12.86629963,16.91729927,15.99919987,16.58690071,18.84000015,15.3032999,14.7894001,15.21609974,15.24549961,16.33289909,24.38879967,25.45809937,23.67309952,11.80370045,17.56669998,18.69689941,17.89999962,18.73159981,19.14500046,19.81900024,19.81780052,20.99349976,19.48460007,19.63509941,21.30330086,20.01230049,35.26520157,33.77629852,26.58740044,30.6359005,29.17099953,22.27930069,21.96850014,29.64909935,29.03779984,25.31030083,19.66670036,20.34410095,21.47240067,25.14369965,33.20974512,32.52608948,31.93282252,33.89180093,30.64722803,27.66699373,42.21708759,32.86949663,27.72998755,30.98882028,28.7901082,26.10464224,28.29303121,31.89871876,30.98983831,32.1754279,31.9144479,33.53026316,39.26663212,35.94942627,34.87941372,33.26949819,31.09867922,39.36064007,38.00705089,36.45088439,31.60658296,22.94837809,19.68588304,21.7661987,37.86041647,21.02397462,11.12254046,13.10870168,15.11097959,15.04242366
Vietnam,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,16.01670713,16.70233203,17.78828899,19.1920931,19.74718792,22.19605929,19.44060017,20.62545126,20.53383725,22.296635,21.38000497,24.97478816,23.72059126,21.22381893,23.4664631,24.45702348,22.75492793,24.17359358,22.23067661,21.52930646,20.4797599,19.81125367,21.25114406,20.12480601,18.33530316,19.51999777
Yemen,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,26.63623689,24.74287263,24.62995937,25.76263514,25.18204373,24.12726923,30.69773901,34.22412779,34.27012329,28.24835253,31.68862337,30.48918207,30.78284586,35.3166331,34.16209933,36.76916417,37.36871846,40.34947843,41.24697375,35.21489334,30.20349847,29.83996585,36.21800607,30.7973,27.78007819,19.43018107,16.06832953,8.392471485,14.26408483,13.20748956,10.64623676,8.220523644,12.17208938,12.1371832
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"©IMF, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
